cv_id,tier,template,domain,model,model_name,extraction,pydantic_valid,error,time_s,extraction_time_s,total_pipeline_time_s,extracted_chars,full_name,email,location,seniority_level,primary_domain,years_of_experience,has_github,has_linkedin,skills_exact_f1,skills_partial_f1,skills_combined_f1,skills_mrr,experience_companies_f1,experience_titles_f1,education_institutions_f1,education_degrees_f1
2337,T1,T1_academic,general_it,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.43,0.01,1.44,2575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1887,T1,T1_academic,general_it,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.53,0.01,1.54,1534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1095,T1,T1_academic,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.45,0.01,1.46,1926,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861,T1,T1_academic,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,7.15,0.01,7.16,2484,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.564,0.615,0.59,0.333,0.0,0.0,0.0,0.0
333,T1,T1_academic,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,16.31,0.01,16.32,1106,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0
2223,T1,T1_academic,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,9.79,0.01,9.8,1611,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.829,0.878,0.854,1.0,0.0,0.0,1.0,0.0
2367,T1,T1_academic,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.27,0.01,1.28,1676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,T1,T1_academic,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,3.18,0.01,3.19,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1725,T1,T1_academic,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,5.93,0.01,5.94,1220,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1977,T1,T1_academic,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,8.85,0.01,8.86,1078,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.958,0.958,0.958,1.0,0.0,0.0,0.0,0.0
45,T1,T1_academic,qa_testing,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,2.65,0.01,2.66,1100,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1119,T1,T1_academic,qa_testing,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,3.02,0.01,3.03,1762,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,T1,T1_academic,qa_testing,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.66,0.01,1.67,1717,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
967,T1,T1_classic,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,21.03,0.01,21.04,1258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
61,T1,T1_classic,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,7.04,0.01,7.05,2603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,T1,T1_classic,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,17.96,0.01,17.97,1503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0
1021,T1,T1_classic,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,0.0,"PydanticError: 1 validation error for CVSchema
  Invalid JSON: EOF while parsing a value at line 1 column 11495 [type=json_invalid, input_value='{""summary"": ""Lead backen...eveloper""} ,{""company"":",40.53,0.01,40.54,1730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,T1,T1_classic,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,0.0,"PydanticError: 1 validation error for CVSchema
  Invalid JSON: EOF while parsing a string at line 1 column 12766 [type=json_invalid, input_value='{""summary"": ""Results-dri...eScript, serving 10,00",39.98,0.01,39.99,1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
943,T1,T1_classic,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,15.39,0.01,15.4,2353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.471,0.545,0.0,0.0
361,T1,T1_classic,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,3.43,0.01,3.44,1769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.667,0.0,0.0
739,T1,T1_classic,cybersecurity,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,3.59,0.01,3.6,1695,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2365,T1,T1_classic,cybersecurity,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,6.65,0.01,6.66,1732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2449,T1,T1_classic,cybersecurity,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,13.36,0.01,13.37,2260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.933,0.933,0.933,1.0,0.571,0.5,1.0,0.0
2359,T1,T1_classic,cybersecurity,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,4.55,0.01,4.56,1661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0
1099,T1,T1_classic,cybersecurity,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,10.89,0.01,10.9,2234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,0.0,0.667,0.0,0.0
2227,T1,T1_classic,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,14.55,0.01,14.56,2461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.878,0.878,0.878,1.0,1.0,1.0,0.8,0.0
2119,T1,T1_classic,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,9.85,0.01,9.86,1721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.909,0.909,0.909,1.0,1.0,0.8,0.0,0.0
2299,T1,T1_classic,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,6.97,0.01,6.98,1679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.095,0.095,1.0,0.667,0.667,0.0,0.0
481,T1,T1_classic,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,8.28,0.01,8.29,2127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.809,0.809,0.809,1.0,0.8,0.8,1.0,0.0
1207,T1,T1_classic,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,6.54,0.01,6.55,1871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.889,0.667,0.0,0.0
2305,T1,T1_classic,design,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,7.71,0.01,7.72,2435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.97,0.97,1.0,1.0,1.0,0.0,0.0
1297,T1,T1_classic,design,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,6.64,0.01,6.65,1840,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0
1843,T1,T1_classic,design,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,5.68,0.01,5.69,1982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,T1,T1_classic,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,10.2,0.01,10.21,1534,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.526,0.526,0.526,0.333,0.571,0.667,0.0,0.0
187,T1,T1_classic,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,9.73,0.01,9.74,1582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928,0.957,0.942,1.0,0.667,0.667,1.0,0.0
1405,T1,T1_classic,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,24.09,0.01,24.1,1766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.571,0.571,0.091,0.381,0.857,0.0,0.0
691,T1,T1_classic,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,0.0,"PydanticError: 1 validation error for CVSchema
  Invalid JSON: EOF while parsing a string at line 1 column 13876 [type=json_invalid, input_value='{""summary"": ""Junior devo...monitoring and alertin",40.42,0.01,40.43,1748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1879,T1,T1_classic,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,12.69,0.01,12.7,1574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.933,0.917,1.0,1.0,1.0,0.0,0.0
1483,T1,T1_classic,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,5.53,0.01,5.54,1961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,T1,T1_classic,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,3.56,0.01,3.57,942,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.0
1585,T1,T1_classic,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,3.0,0.01,3.01,1720,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0
505,T1,T1_classic,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,5.2,0.01,5.21,2198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.0
799,T1,T1_classic,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,0.0,"PydanticError: 1 validation error for CVSchema
  Invalid JSON: EOF while parsing a string at line 1 column 13202 [type=json_invalid, input_value='{""summary"": ""Technical l...ersity"", ""job_title"": ",40.69,0.01,40.7,1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,T1,T1_classic,general_it,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,4.27,0.01,4.28,1572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.5,0.0,0.0
1945,T1,T1_classic,general_it,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,13.48,0.01,13.49,1611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.667,0.0,0.0
1993,T1,T1_classic,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.39,0.01,1.4,2130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089,T1,T1_classic,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,7.64,0.01,7.65,1725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.889,0.889,0.889,1.0,0.0,0.0,0.0,0.0
457,T1,T1_classic,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,2.53,0.01,2.54,1659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
835,T1,T1_classic,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,6.34,0.01,6.35,2435,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2311,T1,T1_classic,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,4.85,0.01,4.86,1599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.667,0.0,0.0
1327,T1,T1_classic,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,14.72,0.01,14.73,1780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.421,0.75,0.0,0.0
1027,T1,T1_classic,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,5.21,0.01,5.22,1563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,1.0,0.0,0.0
247,T1,T1_classic,qa_testing,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,5.56,0.01,5.57,1509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.667,0.0,0.0
439,T1,T1_classic,qa_testing,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,16.23,0.01,16.24,2161,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.98,0.98,0.98,1.0,0.625,0.154,0.0,0.0
983,T1,T1_executive,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.39,0.01,1.4,2240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,T1,T1_executive,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,3.75,0.01,3.76,1927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.784,0.784,0.784,1.0,0.0,0.0,0.0,0.0
755,T1,T1_executive,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,6.45,0.01,6.46,1696,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.706,0.706,0.706,0.125,0.0,0.0,0.0,0.0
1031,T1,T1_executive,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,3.0,0.01,3.01,1670,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,T1,T1_executive,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,3.04,0.01,3.05,808,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.939,0.939,0.939,1.0,0.0,0.0,0.0,0.0
941,T1,T1_executive,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.33,0.01,1.34,2117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,T1,T1_executive,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.34,0.01,1.35,1734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2387,T1,T1_executive,cybersecurity,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,5.82,0.01,5.83,1436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.829,0.829,0.829,0.2,0.0,0.0,0.0,0.0
1499,T1,T1_executive,cybersecurity,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,3.1,0.01,3.11,2055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.9,0.9,1.0,0.0,0.0,0.0,0.0
2081,T1,T1_executive,cybersecurity,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.23,0.01,1.24,2089,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
743,T1,T1_executive,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,1.46,0.01,1.47,1821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,T1,T1_executive,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,8.07,0.01,8.08,1635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.667,0.667,0.5,0.0,0.0,0.0,0.0
563,T1,T1_executive,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,2.32,0.01,2.33,1043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.737,0.737,0.737,1.0,0.0,0.0,0.0,0.0
791,T1,T1_executive,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,5.0,0.01,5.01,1938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979,0.979,0.979,1.0,0.0,0.0,0.0,0.0
455,T1,T1_executive,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf_raw,1.0,,6.47,0.01,6.48,1844,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.649,0.649,0.649,0.167,0.0,0.0,0.0,0.0
