cv_id,tier,template,domain,model,model_name,extraction,pydantic_valid,error,time_s,extraction_time_s,total_pipeline_time_s,extracted_chars,full_name,email,location,seniority_level,primary_domain,years_of_experience,has_github,has_linkedin,skills_exact_f1,skills_partial_f1,skills_combined_f1,skills_mrr,experience_companies_f1,experience_titles_f1,education_institutions_f1,education_degrees_f1
333,T1,T1_academic,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.01,0.32,120.33,1232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2223,T1,T1_academic,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.1,0.41,120.51,1751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2367,T1,T1_academic,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.02,0.41,120.43,1838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,T1,T1_academic,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.02,0.29,120.31,2143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1725,T1,T1_academic,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.01,0.36,120.37,1361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977,T1,T1_academic,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.06,0.24,120.3,1152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,T1,T1_academic,qa_testing,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.03,0.33,120.36,1232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1119,T1,T1_academic,qa_testing,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.1,0.51,120.61,1946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,T1,T1_academic,qa_testing,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.06,0.27,120.33,1877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
967,T1,T1_classic,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,160.77,0.24,161.01,1383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,T1,T1_classic,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.07,0.38,120.45,2822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,T1,T1_classic,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,160.2,0.34,160.54,1663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1021,T1,T1_classic,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,148.97,0.26,149.23,1889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,T1,T1_classic,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,134.13,0.28,134.41,2137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
943,T1,T1_classic,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,137.2,0.37,137.57,2564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,T1,T1_classic,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.1,0.27,120.37,1913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739,T1,T1_classic,cybersecurity,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,137.53,0.36,137.89,1857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2365,T1,T1_classic,cybersecurity,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,160.7,0.25,160.95,1865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2449,T1,T1_classic,cybersecurity,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,160.8,0.36,161.16,2440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2359,T1,T1_classic,cybersecurity,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,140.57,0.27,140.84,1798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1099,T1,T1_classic,cybersecurity,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,139.9,0.36,140.26,2398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2227,T1,T1_classic,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.05,0.46,120.51,2650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2119,T1,T1_classic,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,135.34,0.35,135.69,1892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2299,T1,T1_classic,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,134.94,0.26,135.2,1848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,T1,T1_classic,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,156.16,0.43,156.59,2319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,T1,T1_classic,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.09,0.27,120.36,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2305,T1,T1_classic,design,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,136.97,0.38,137.35,2658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1297,T1,T1_classic,design,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.09,0.33,120.42,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843,T1,T1_classic,design,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,160.02,0.51,160.53,2258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,T1,T1_classic,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,133.88,0.26,134.14,1665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,T1,T1_classic,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,135.87,0.25,136.12,1699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1405,T1,T1_classic,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.06,0.43,120.49,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,T1,T1_classic,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,140.25,0.27,140.52,1905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1879,T1,T1_classic,devops,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,167.55,0.33,167.88,1749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1483,T1,T1_classic,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.08,0.28,120.36,2125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,T1,T1_classic,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.07,0.23,120.3,1029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1585,T1,T1_classic,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.1,0.41,120.51,1920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,T1,T1_classic,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,131.76,0.37,132.13,2366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,T1,T1_classic,frontend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,137.96,0.35,138.31,2116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,T1,T1_classic,general_it,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,132.3,0.31,132.61,1734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1945,T1,T1_classic,general_it,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,142.76,0.26,143.02,1748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,T1,T1_classic,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.07,0.5,120.57,2314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089,T1,T1_classic,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,133.43,0.26,133.69,1885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,T1,T1_classic,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.03,0.37,120.4,1828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,T1,T1_classic,mobile,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.06,0.55,120.61,2711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2311,T1,T1_classic,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,144.52,0.35,144.87,1760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1327,T1,T1_classic,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.04,0.37,120.41,1961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1027,T1,T1_classic,product_management,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.07,0.4,120.47,1776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,T1,T1_classic,qa_testing,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,148.58,0.25,148.83,1611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,T1,T1_classic,qa_testing,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,160.42,0.47,160.89,2356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
983,T1,T1_executive,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.06,0.36,120.42,2393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,T1,T1_executive,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.08,0.38,120.46,2058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,T1,T1_executive,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.06,0.26,120.32,1812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1031,T1,T1_executive,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.08,0.26,120.34,1791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,T1,T1_executive,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.01,0.22,120.23,875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
941,T1,T1_executive,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.1,0.37,120.47,2274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,T1,T1_executive,backend,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.01,0.28,120.29,1854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2387,T1,T1_executive,cybersecurity,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.1,0.25,120.35,1535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1499,T1,T1_executive,cybersecurity,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.01,0.46,120.47,2220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2081,T1,T1_executive,cybersecurity,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.07,0.37,120.44,2221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
743,T1,T1_executive,data_science,phase1_gemma3_1b_monolithic,gemma3:1b,pymupdf4llm,0.0,OllamaError: timed out,120.1,0.27,120.37,1930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
